H|vendor_id|ch_num|filing/id|filing/uid|filing/date|filing/title|filing/description|filing/url|filing/filing_type|filing/opencorporates_url|filing/filing_code|dummy_data
D|69577|0758857|232388281|MzAzMTQzNjM0NWFkaXF6a2N4|2011-02-01|Annual Accounts|Full accounts made up to 2010-04-30||Annual Accounts|https://opencorporates.com/statements/232388281|AA|x
D|69577|0758857|166071045|MzAzMTQzNjM0NWFkaXF6a2N4|2011-02-01|Annual Accounts|Full accounts made up to 2010-04-30||Annual Accounts|https://opencorporates.com/statements/166071045|AA|x
D|69577|0758857|232388287|MzAyODI4NTA4MWFkaXF6a2N4|2010-12-06|Change of director's details|Director's details changed for Alan George Herbert Smith on 2010-11-01||Change of director's details|https://opencorporates.com/statements/232388287|CH01|x
D|69577|0758857|166071050|MzAyODI4NTA4MWFkaXF6a2N4|2010-12-06|Change of director's details|Director's details changed for Alan George Herbert Smith on 2010-11-01||Change of director's details|https://opencorporates.com/statements/166071050|CH01|x
D|69577|0758857|166071048|MzAyODI4NTA4NGFkaXF6a2N4|2010-12-06|Change of director's details|Director's details changed for John Ernest Smith on 2010-11-01||Change of director's details|https://opencorporates.com/statements/166071048|CH01|x
D|69577|0758857|232388283|MzAyODI4NTMzNGFkaXF6a2N4|2010-12-06|Annual Return|Annual return made up to 2010-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/232388283|AR01|x
D|188750|06214286|242079075|MzEyMzIxNjU4NGFkaXF6a2N4|2015-05-15|Annual Return|Annual return made up to 2015-04-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/242079075|AR01|x
D|188750|06214286|177744704|MzEyMzIxNjU4NGFkaXF6a2N4|2015-05-15|Annual Return|Annual return made up to 2015-04-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/177744704|AR01|x
D|188750|06214286|242079076|MzExNTk3NDY1MGFkaXF6a2N4|2015-01-30|Annual Accounts|Total exemption small company accounts made up to 2014-04-30||Annual Accounts|https://opencorporates.com/statements/242079076|AA|x
D|188750|06214286|177744705|MzExNTk3NDY1MGFkaXF6a2N4|2015-01-30|Annual Accounts|Total exemption small company accounts made up to 2014-04-30||Annual Accounts|https://opencorporates.com/statements/177744705|AA|x
D|188750|06214286|177744707|MzA5OTkyNzI1MGFkaXF6a2N4|2014-05-13|Annual Return|Annual return made up to 2014-04-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/177744707|AR01|x
D|188750|06214286|242079077|MzA5OTkyNzI1MGFkaXF6a2N4|2014-05-13|Annual Return|Annual return made up to 2014-04-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/242079077|AR01|x
D|188750|06214286|177744708|MzA5MzU1NjAyOGFkaXF6a2N4|2014-01-29|Annual Accounts|Total exemption small company accounts made up to 2013-04-30||Annual Accounts|https://opencorporates.com/statements/177744708|AA|x
D|188750|06214286|242079078|MzA5MzU1NjAyOGFkaXF6a2N4|2014-01-29|Annual Accounts|Total exemption small company accounts made up to 2013-04-30||Annual Accounts|https://opencorporates.com/statements/242079078|AA|x
D|188750|06214286|177744709|MzA3Njk2MjExM2FkaXF6a2N4|2013-04-25|Annual Return|Annual return made up to 2013-04-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/177744709|AR01|x
D|188750|06214286|242079079|MzA3Njk2MjExM2FkaXF6a2N4|2013-04-25|Annual Return|Annual return made up to 2013-04-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/242079079|AR01|x
D|188750|06214286|242079080|MzA3MTU0OTYzNmFkaXF6a2N4|2013-01-22|Annual Accounts|Total exemption small company accounts made up to 2012-04-30||Annual Accounts|https://opencorporates.com/statements/242079080|AA|x
D|188750|06214286|177744711|MzA3MTU0OTYzNmFkaXF6a2N4|2013-01-22|Annual Accounts|Total exemption small company accounts made up to 2012-04-30||Annual Accounts|https://opencorporates.com/statements/177744711|AA|x
D|188750|06214286|242079081|MzA1Njc2MTkwNGFkaXF6a2N4|2012-05-01|Annual Return|Annual return made up to 2012-04-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/242079081|AR01|x
D|188750|06214286|177744712|MzA1Njc2MTkwNGFkaXF6a2N4|2012-05-01|Annual Return|Annual return made up to 2012-04-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/177744712|AR01|x
D|188750|06214286|242079082|MzA1MTE4MTEyMWFkaXF6a2N4|2012-01-23|Annual Accounts|Total exemption small company accounts made up to 2011-04-30||Annual Accounts|https://opencorporates.com/statements/242079082|AA|x
D|188750|06214286|177744713|MzA1MTE4MTEyMWFkaXF6a2N4|2012-01-23|Annual Accounts|Total exemption small company accounts made up to 2011-04-30||Annual Accounts|https://opencorporates.com/statements/177744713|AA|x
D|188750|06214286|242079083|MzAzNjI2NTQzNGFkaXF6a2N4|2011-04-28|Annual Return|Annual return made up to 2011-04-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/242079083|AR01|x
D|188750|06214286|177744714|MzAzNjI2NTQzNGFkaXF6a2N4|2011-04-28|Annual Return|Annual return made up to 2011-04-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/177744714|AR01|x
D|188750|06214286|177744715|MzAzMDgwMzA2NGFkaXF6a2N4|2011-01-20|Annual Accounts|Total exemption small company accounts made up to 2010-04-30||Annual Accounts|https://opencorporates.com/statements/177744715|AA|x
D|188750|06214286|242079084|MzAzMDgwMzA2NGFkaXF6a2N4|2011-01-20|Annual Accounts|Total exemption small company accounts made up to 2010-04-30||Annual Accounts|https://opencorporates.com/statements/242079084|AA|x
D|188750|06214286|177744716|MzAxMzg1Njk4M2FkaXF6a2N4|2010-04-20|Annual Return|Annual return made up to 2010-04-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/177744716|AR01|x
D|188750|06214286|177744717|MzAxMzg1NjQ1OGFkaXF6a2N4|2010-04-20|Change of director's details|Director's details changed for Julia Louise Lusher on 2010-04-16||Change of director's details|https://opencorporates.com/statements/177744717|CH01|x
D|188750|06214286|177744718|MzAxMzg1NjQ1N2FkaXF6a2N4|2010-04-20|Change of director's details|Director's details changed for David James Lusher on 2010-04-16||Change of director's details|https://opencorporates.com/statements/177744718|CH01|x
D|188750|06214286|242079085|MzAxMzg1Njk4M2FkaXF6a2N4|2010-04-20|Annual Return|Annual return made up to 2010-04-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/242079085|AR01|x
D|188750|06214286|242079086|MzAxMzg1NjQ1OGFkaXF6a2N4|2010-04-20|Change of director's details|Director's details changed for Julia Louise Lusher on 2010-04-16||Change of director's details|https://opencorporates.com/statements/242079086|CH01|x
D|188750|06214286|242079087|MzAxMzg1NjQ1N2FkaXF6a2N4|2010-04-20|Change of director's details|Director's details changed for David James Lusher on 2010-04-16||Change of director's details|https://opencorporates.com/statements/242079087|CH01|x
D|188750|06214286|177744720|MjAzNTYwMjc4NmFkaXF6a2N4|2009-06-23|Annual Accounts|Accounts for a dormant company made up to 2009-04-30||Annual Accounts|https://opencorporates.com/statements/177744720|AA|x
D|188750|06214286|242079088|MjAzNTYwMjc4NmFkaXF6a2N4|2009-06-23|Annual Accounts|Accounts for a dormant company made up to 2009-04-30||Annual Accounts|https://opencorporates.com/statements/242079088|AA|x
D|188750|06214286|242079089|MjAzMTgzMDMzOGFkaXF6a2N4|2009-04-29|Filing dated 2009-04-29|Return made up to 16/04/09; full list of members|||https://opencorporates.com/statements/242079089|363a|x
D|188750|06214286|177744722|MjAzMTgzMDMzOGFkaXF6a2N4|2009-04-29|Filing dated 2009-04-29|Return made up to 16/04/09; full list of members|||https://opencorporates.com/statements/177744722|363a|x
D|496469|06444920|307212962|MzEzNzU5MTMyMGFkaXF6a2N4|2015-12-15|Annual Return|Annual return made up to 2015-12-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/307212962|AR01|x
D|496469|06444920|307212963|MzEzNzEyMDg2NWFkaXF6a2N4|2015-12-09|Change of director's details|Director's details changed for John David Hayday on 2013-12-06||Change of director's details|https://opencorporates.com/statements/307212963|CH01|x
D|496469|06444920|124781524|MzExOTM5NTMwM2FkaXF6a2N4|2015-03-25|Annual Accounts|Total exemption small company accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/124781524|AA|x
D|496469|06444920|268051032|MzExOTM5NTMwM2FkaXF6a2N4|2015-03-25|Annual Accounts|Total exemption small company accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/268051032|AA|x
D|496469|06444920|268051033|MzExMzcxNzYwMWFkaXF6a2N4|2014-12-17|Annual Return|Annual return made up to 2014-12-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/268051033|AR01|x
D|496469|06444920|124781526|MzExMzcxNzYwMWFkaXF6a2N4|2014-12-17|Annual Return|Annual return made up to 2014-12-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/124781526|AR01|x
D|496469|06444920|268051034|MzA5NTgwMDExN2FkaXF6a2N4|2014-03-06|Annual Accounts|Total exemption small company accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/268051034|AA|x
D|496469|06444920|124781529|MzA5NTgwMDExN2FkaXF6a2N4|2014-03-06|Annual Accounts|Total exemption small company accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/124781529|AA|x
D|496469|06444920|124781541|MzA5MDU2MjQxMmFkaXF6a2N4|2013-12-12|Annual Return|Annual return made up to 2013-12-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/124781541|AR01|x
D|496469|06444920|268051035|MzA5MDU2MjQxMmFkaXF6a2N4|2013-12-12|Annual Return|Annual return made up to 2013-12-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/268051035|AR01|x
D|496469|06444920|124781543|MzA5MDE0MzAwOWFkaXF6a2N4|2013-12-05|Change of registered office address|Registered office address changed from  Waveney Vale Common Lane Brockdish Diss Norfolk IP21 4LA United Kingdom on 2013-12-05||Change of registered office address|https://opencorporates.com/statements/124781543|AD01|x
D|496469|06444920|268051036|MzA5MDE0MzAwOWFkaXF6a2N4|2013-12-05|Change of registered office address|Registered office address changed from  Waveney Vale Common Lane Brockdish Diss Norfolk IP21 4LA United Kingdom on 2013-12-05||Change of registered office address|https://opencorporates.com/statements/268051036|AD01|x
D|496469|06444920|124781545|MzA3NDE2NzIwNWFkaXF6a2N4|2013-03-08|Annual Accounts|Total exemption small company accounts made up to 2012-12-31||Annual Accounts|https://opencorporates.com/statements/124781545|AA|x
D|496469|06444920|268051037|MzA3NDE2NzIwNWFkaXF6a2N4|2013-03-08|Annual Accounts|Total exemption small company accounts made up to 2012-12-31||Annual Accounts|https://opencorporates.com/statements/268051037|AA|x
D|496469|06444920|268051039|MzA2OTA3MTc3MGFkaXF6a2N4|2012-12-10|Annual Return|Annual return made up to 2012-12-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/268051039|AR01|x
D|496469|06444920|124781546|MzA2OTA3MTc3MGFkaXF6a2N4|2012-12-10|Annual Return|Annual return made up to 2012-12-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/124781546|AR01|x
D|496469|06444920|124781548|MzA2MDk5NDk4MGFkaXF6a2N4|2012-07-18|Notice of particulars of variation of rights attached to shares|Particulars of variation of rights attached to shares||Notice of particulars of variation of rights attached to shares|https://opencorporates.com/statements/124781548|SH10|x
D|496469|06444920|124781547|MzA2MDk5NTAxNWFkaXF6a2N4|2012-07-18|Return of allotment of shares|Statement of capital following an allotment of shares on 2012-07-10||Return of allotment of shares|https://opencorporates.com/statements/124781547|SH01|x
D|496469|06444920|124781555|MzA2MDk5NDc3M2FkaXF6a2N4|2012-07-18|Filing dated 2012-07-18|Resolutions|||https://opencorporates.com/statements/124781555|RESOLUTIONS|x
D|496469|06444920|124781553|MzA2MDk5NDk0N2FkaXF6a2N4|2012-07-18|Statement of companys objects|Statement of company's objects||Statement of companys objects|https://opencorporates.com/statements/124781553|CC04|x
D|496469|06444920|268051047|MzA2MDk5NDc3M2FkaXF6a2N4|2012-07-18|Filing dated 2012-07-18|Resolutions|||https://opencorporates.com/statements/268051047|RESOLUTIONS|x
D|496469|06444920|124781550|MzA2MDk5NDk2MmFkaXF6a2N4|2012-07-18|Notice of name or other designation of class of shares|Change of share class name or designation||Notice of name or other designation of class of shares|https://opencorporates.com/statements/124781550|SH08|x
D|496469|06444920|268051043|MzA2MDk5NDk2MmFkaXF6a2N4|2012-07-18|Notice of name or other designation of class of shares|Change of share class name or designation||Notice of name or other designation of class of shares|https://opencorporates.com/statements/268051043|SH08|x
D|496469|06444920|268051045|MzA2MDk5NDk0N2FkaXF6a2N4|2012-07-18|Statement of companys objects|Statement of company's objects||Statement of companys objects|https://opencorporates.com/statements/268051045|CC04|x
D|496469|06444920|268051042|MzA2MDk5NDk4MGFkaXF6a2N4|2012-07-18|Notice of particulars of variation of rights attached to shares|Particulars of variation of rights attached to shares||Notice of particulars of variation of rights attached to shares|https://opencorporates.com/statements/268051042|SH10|x
D|496469|06444920|268051040|MzA2MDk5NTAxNWFkaXF6a2N4|2012-07-18|Return of allotment of shares|Statement of capital following an allotment of shares on 2012-07-10||Return of allotment of shares|https://opencorporates.com/statements/268051040|SH01|x
D|496469|06444920|124781558|MzA1NDEwNjU1MWFkaXF6a2N4|2012-03-14|Annual Accounts|Total exemption small company accounts made up to 2011-12-31||Annual Accounts|https://opencorporates.com/statements/124781558|AA|x
D|496469|06444920|268051049|MzA1NDEwNjU1MWFkaXF6a2N4|2012-03-14|Annual Accounts|Total exemption small company accounts made up to 2011-12-31||Annual Accounts|https://opencorporates.com/statements/268051049|AA|x
D|496469|06444920|268051052|MzA0OTAwNjAwMWFkaXF6a2N4|2011-12-15|Annual Return|Annual return made up to 2011-12-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/268051052|AR01|x
D|496469|06444920|124781560|MzA0OTAwNjAwMWFkaXF6a2N4|2011-12-15|Annual Return|Annual return made up to 2011-12-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/124781560|AR01|x
D||04795756|261070302|MzEzMTU2NzQyMWFkaXF6a2N4|2015-09-23|Change of director's details|Director's details changed for John Ronald Davie on 2015-09-22||Change of director's details|https://opencorporates.com/statements/261070302|CH01|x
D||04795756|261070305|MzEyMzk4NTY1OGFkaXF6a2N4|2015-06-01|Appointment of director|Appointment of Ms Carolyn Jane Aitchison as a director on 2015-05-20||Appointment of director|https://opencorporates.com/statements/261070305|AP01|x
D||04795756|261070308|MzEyMzE3NjExOWFkaXF6a2N4|2015-05-14|Annual Return|Annual return made up to 2015-05-13 with full list of shareholders||Annual Return|https://opencorporates.com/statements/261070308|AR01|x
D||04795756|261070311|MzEyMTk3NjMzMWFkaXF6a2N4|2015-04-27|Annual Accounts|Full accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/261070311|AA|x
D||04795756|261070313|MzExOTA0ODU3MGFkaXF6a2N4|2015-03-12|Termination of appointment of director |Termination of appointment of Christopher Martin Meares as a director on 2015-03-10||Termination of appointment of director |https://opencorporates.com/statements/261070313|TM01|x
D||04795756|261070314|MzEwOTM4NjU5MGFkaXF6a2N4|2014-10-14|Second filing of a document previously delivered|Second filing of AR01 previously delivered to Companies House made up to 2014-05-13||Second filing of a document previously delivered|https://opencorporates.com/statements/261070314|RP04|x
D||04795756|261070317|MzEwNDg0NTQ2MWFkaXF6a2N4|2014-08-06|Appointment of director|Appointment of John Ronald Davie as a director on 2014-04-16||Appointment of director|https://opencorporates.com/statements/261070317|AP01|x
D||04795756|261070319|MzEwMzUzOTgzNWFkaXF6a2N4|2014-07-10|Second filing of a document previously delivered|Second filing of AR01 previously delivered to Companies House made up to 2014-05-13||Second filing of a document previously delivered|https://opencorporates.com/statements/261070319|RP04|x
