supplier_name,org_type,total_spend,YYYY
G-MAP SERVICES LIMITED,SMALL BUSINESS,7866,2012
ALS-AKAMAS LIMITED,NOT DEFINED,32669.4,2011
TAXI KO LIMITED,NOT DEFINED,42143,2013
DRIFTWOOD HOUSE,,319894.880000001,2014
CREATIVE IMAGE MANAGEMENT LIMITED,SMALL BUSINESS,1180,2014
A.B. CHEMISTS LTD,SMALL BUSINESS,2046,2011
SCANIA (GREAT BRITAIN) LIMITED,MEDIUM / LARGE,2888.88,2013
G & G FENCING LIMITED,SMALL BUSINESS,107974.6,2012
PEVERELL CARE HOME,,8438.3,2013
VALENTINE LODGE,,4950.24,2013
THE LIMES RETIREMENT HOME LTD,NOT DEFINED,43858.5,2014
BROADLAND FLOORING LTD,SMALL BUSINESS,33661.64,2011
THE KNOWLEDGE ACADEMY LIMITED,MEDIUM / LARGE,978,2012
EAST COAST RECOVERY LTD,SMALL BUSINESS,86735.72,2013
WESCO UK LTD.,NOT DEFINED,6957.2,2012
P.K.S. (CONSTRUCTION) LIMITED,SMALL BUSINESS,340691.82,2012
ICENI CARE LIMITED,SMALL BUSINESS,206971.54,2014
NORTHERN KILNS LIMITED,NOT DEFINED,1360,2012
220 SOFT LIMITED,SMALL BUSINESS,1280,2012
HC-ONE LIMITED,MEDIUM / LARGE,36621.72,2013
CAPITA PROPERTY AND INFRASTRUCTURE LIMITED,MEDIUM / LARGE,34731.22,2013
NEWALL CIVIL ENGINEERING LIMITED,SMALL BUSINESS,265915.68,2012
TERRY COOK CONSULTANCY LIMITED,NOT DEFINED,18400,2013
PCT CARE SERVICES LIMITED,SMALL BUSINESS,299529.78,2014
LEES FLOORING LIMITED,SMALL BUSINESS,1492.08,2011
LIFESTYLE TODAY (UK) LIMITED,SMALL BUSINESS,5946,2013
NEMISYS ENTERPRISES LIMITED,SMALL BUSINESS,3372,2014
RECONSTRUCT LIMITED,SMALL BUSINESS,12201.18,2011
MEARS GROUP PLC,MEDIUM / LARGE,404491.5,2011
SPECIALIST EDUCATION SERVICES (HOLDINGS) LIMITED,SMALL BUSINESS,1079974.32,2012
RESOLUTION (GB) LTD,SMALL BUSINESS,8018,2011
CARMINE LIMITED,NOT DEFINED,94055.52,2013
ALL ABOUT BUSINESS LIMITED,SMALL BUSINESS,1152,2013
FIRST STEPS CHILD CARE (NORFOLK) LTD,SMALL BUSINESS,23947.66,2012
R. JOHN CROSS LIMITED,SMALL BUSINESS,2400,2012
INGLEMERE HOUSE RESIDENTIAL HOME,,72288,2011
THE ROYAL MASONIC SCHOOL FOR GIRLS,MEDIUM / LARGE,7089.6,2011
ABLE HEALTH CARE LIMITED,SMALL BUSINESS,285587.94,2013
IMTECH AQUA MAINTENANCE LTD,MEDIUM / LARGE,458605.599999999,2014
OPENING THE BOOK LIMITED,SMALL BUSINESS,43174.8,2011
"BOWERS & BARR,LIMITED",SMALL BUSINESS,23414.22,2013
EDUCATION & YOUTH SERVICES LIMITED,MEDIUM / LARGE,19110,2011
JOHNS TAXIS (DISS) LIMITED,SMALL BUSINESS,5730,2013
GUEST MOTORS LIMITED,MEDIUM / LARGE,60891.86,2012
HIRST FARMS LIMITED,SMALL BUSINESS,11170.84,2011
CREATION BAUMANN LTD,SMALL BUSINESS,8254.1,2011
H L C (WOOD PRODUCTS) LIMITED,MEDIUM / LARGE,6374.4,2011
BPC (ANGLIA) LIMITED,SMALL BUSINESS,2234,2012
SPIRE SOLICITORS LLP,NOT DEFINED,19275.2,2014
BARR & GROSVENOR LIMITED,SMALL BUSINESS,1314.16,2014
WRIGHT FOUNDATION LIMITED,NOT DEFINED,7500,2011
PARKWOOD HOUSE LIMITED,SMALL BUSINESS,33147.68,2012
ALPHEUS ENVIRONMENTAL LIMITED,MEDIUM / LARGE,295794.2,2011
TOTALOPTION LIMITED,SMALL BUSINESS,9035.8,2011
BLAKE AND BOUGHTON LIMITED,SMALL BUSINESS,8922.12,2011
SUPREME SURFACING LIMITED,SMALL BUSINESS,48620,2011
OPEN OBJECTS SOFTWARE LTD,SMALL BUSINESS,12664,2013
KEVLIN HOUSE LIMITED,NOT DEFINED,21363.7,2012
HOOD VORES & ALLWOOD LIMITED,NOT DEFINED,1040.8,2012
MORGAN FIRE PROTECTION LIMITED,SMALL BUSINESS,9134.32,2011
ANGLIAN ARCHIVES LIMITED,SMALL BUSINESS,10281.56,2013
THE ELMS RESIDENTIAL HOME LIMITED,SMALL BUSINESS,42016,2012
VILLAGE PEOPLE MAGAZINES LIMITED,SMALL BUSINESS,2988,2012
DECIPHER UK LIMITED,SMALL BUSINESS,39041.26,2011
TAITT CONSULTING LIMITED,SMALL BUSINESS,10000,2013
PTX SERVICES LTD,NOT DEFINED,1304,2012
PHIL BRADLEY LTD,SMALL BUSINESS,7718,2013
G.W. GOOCH & SONS LIMITED,SMALL BUSINESS,708543.12,2014
LLOYDS TSB COMMERCIAL FINANCE LIMITED,MEDIUM / LARGE,157354.36,2013
A.P. LEISURE (UK) LIMITED,SMALL BUSINESS,3800,2011
ISOS PARTNERSHIP (UK) LLP,SMALL BUSINESS,19839.24,2013
GLASS'S INFORMATION SERVICES LIMITED,MEDIUM / LARGE,1398,2011
AKARI CARE LIMITED,MEDIUM / LARGE,11024,2013
MAC'S TAXIS (DURHAM) LIMITED,SMALL BUSINESS,35544,2012
CLOCK PHARMACY LIMITED,NOT DEFINED,7324,2011
HOWELL PLANT HIRE LIMITED,SMALL BUSINESS,931,2013
NEXUS FOSTERING LIMITED,SMALL BUSINESS,2135993.26,2014
KEYS HILL PARK LIMITED,MEDIUM / LARGE,3767464.32,2012
LEATHES PRIOR LIMITED,NOT DEFINED,7200,2014
GREAT YARMOUTH PORT COMPANY LTD,MEDIUM / LARGE,37860.44,2014
BOOKS EXPRESS LIMITED,SMALL BUSINESS,1060.14,2012
NEW BOUNDARIES LIMITED,NOT DEFINED,185942.2,2011
BROOKLYN HOUSE LIMITED,MEDIUM / LARGE,126876.16,2014
RED BALLOON - NORWICH,EDUCATION,245897.02,2014
NORTH EAST TRUCK & VAN LIMITED,MEDIUM / LARGE,1320,2013
M.C.L. MECHANICAL SERVICES LIMITED,SMALL BUSINESS,902,2012
DIRTBUSTERS DOMESTIC CLEANING SERVICES LTD.,,1150,2011
G.W. CROWN (RINGSTEAD) LIMITED,SMALL BUSINESS,865.2,2012
TAYLOR CARE CONSULTANCY LIMITED,SMALL BUSINESS,2214.52,2011
RADIOCOMS SYSTEMS LIMITED,MEDIUM / LARGE,34506.3,2012
ING LEASE (UK) LIMITED,MEDIUM / LARGE,3433.12,2012
BROOKDALE HEALTHCARE LIMITED,SMALL BUSINESS,149926.76,2012
CONNAUGHT HALL,CHARITY,4320,2011
DALE OFFICE INTERIORS LLP,NOT DEFINED,252009.1,2011
CAREWELL HOMES LIMITED,MEDIUM / LARGE,43086.86,2011
K.HUMPHREYS SOCIAL CARE LIMITED,SMALL BUSINESS,2880,2012
TURNAROUND 2 GROWTH LIMITED,NOT DEFINED,159813.42,2012
LCST TRADING LIMITED,MEDIUM / LARGE,2682,2014
ADCOCK REFRIGERATION AND AIR CONDITIONING LIMITED,MEDIUM / LARGE,6050.5,2013
AUGUSTA CARE LIMITED,SMALL BUSINESS,138320.38,2013
KINGSGATE RESIDENTIAL HOME,,29016.34,2012
PRINSTED LIMITED,SMALL BUSINESS,29142.86,2011
CROSSROADS CARE EAST ANGLIA LIMITED,MEDIUM / LARGE,419236.56,2014
TUSHINGHAM SAILS LIMITED,SMALL BUSINESS,2780.68,2012
BAKERS SOLICITORS LTD,NOT DEFINED,285640,2012
LASERPERFORMANCE (EUROPE) LIMITED,MEDIUM / LARGE,3862.74,2011
FIVE ARROWS BUSINESS FINANCE PLC,MEDIUM / LARGE,1180,2012
MR & MRS M CAMMACK - 14 CHURCHFIELDS,,36992.64,2014
TICKETS.COM LIMITED,MEDIUM / LARGE,10507.54,2013
HENDERSON TRUST,MEDIUM / LARGE,251096.4,2012
A.C. EMMERSON LIMITED,SMALL BUSINESS,105979.28,2012
DISPLAY MANUFACTURING UK LIMITED,SMALL BUSINESS,11140,2012
SUPERDRUG PENSION TRUSTEE LIMITED,NOT DEFINED,4234,2012
ECOLOGY CONSULTANCY LIMITED,MEDIUM / LARGE,12850,2011
MOMART LIMITED,MEDIUM / LARGE,5666,2013
ZENITH CHILD CARE SERVICES LIMITED,SMALL BUSINESS,372960.4,2011
GEORGINA HOUSE LIMITED,SMALL BUSINESS,270233.58,2014
VALLEY TRACTION SERVICES LIMITED,SMALL BUSINESS,1180,2013
SECURIT WORLD LIMITED,MEDIUM / LARGE,931.34,2011
RESIDE HOUSING ASSOCIATION LIMITED,NOT DEFINED,14526.52,2011
SUNBEAM LUXURY COACHES LIMITED,SMALL BUSINESS,56232.96,2013
BREEDON AGGREGATES ENGLAND LIMITED,MEDIUM / LARGE,1240169.04,2012
DIVINUS SUPPORT LIMITED,,97399.5,2011
KIER CONSTRUCTION LIMITED,MEDIUM / LARGE,240619.48,2013
THE RED CAT PARTNERSHIP LIMITED,SMALL BUSINESS,13857.6,2013
FOOLPROOF LIMITED,SMALL BUSINESS,4000,2012
NINE TELECOM LTD,MEDIUM / LARGE,1776.64,2013
PATTERSON MEDICAL LIMITED,MEDIUM / LARGE,40485.62,2011
FELTWELL LODGE,,111763.62,2012
NATIONWIDE OFFICE SUPPLIES LIMITED,NOT DEFINED,2169.04,2011
ARK VENTURES UK LTD,NOT DEFINED,20000,2013
PERFECT PIE LTD,SMALL BUSINESS,5054.18,2013
ALLIED HEALTHCARE GROUP LIMITED,MEDIUM / LARGE,1057766.22,2014
BEACON CARE HOMES LIMITED,SMALL BUSINESS,115053.28,2011
CHILDWAYS LTD,SMALL BUSINESS,5836.64,2012
FURNCARE LIMITED,NOT DEFINED,1230,2013
HOLMES BUILDING CONTRACTORS LIMITED,SMALL BUSINESS,280857.24,2012
TYCO INTEGRATED SYSTEMS LIMITED,NOT DEFINED,119691.68,2014
APS CARE LTD,SMALL BUSINESS,366213.14,2013
R.J. FRANCIS & CO. LIMITED,SMALL BUSINESS,21239.84,2013
ADEN HOUSE LIMITED,MEDIUM / LARGE,88701.28,2011
IRG ADVISORS LLP,MEDIUM / LARGE,30400,2013
LAFARGE AGGREGATES LIMITED,MEDIUM / LARGE,19964.44,2011
EASTWOOD LODGE RESIDENTIAL HOME LIMITED,SMALL BUSINESS,4443.42,2012
WOLTERS KLUWER TAX AND ACCOUNTING LIMITED,MEDIUM / LARGE,2026,2012
NR CARE LTD,NOT DEFINED,124932.66,2014
WEST NORWICH COMMUNITY TRANSPORT LIMITED,SMALL BUSINESS,29232,2011
MCKENZIE PHILIPS ACCOUNTANTS LIMITED,NOT DEFINED,100000,2013
CENTRAL LONDON MASONIC CENTRE LIMITED,SMALL BUSINESS,1798.76,2011
EAPTIS LIMITED,SMALL BUSINESS,30000,2012
ANGLIA RUSKIN ENTERPRISE LTD,MEDIUM / LARGE,9157.78,2014
REDFERN TRAVEL LIMITED,MEDIUM / LARGE,101658.44,2013
THE AYLSHAM MANOR,,180862.84,2014
BSPS TRAINING CONSULTANCY LIMITED,SMALL BUSINESS,3899.6,2012
HERTFORDSHIRE COUNTY COUNCIL,,47886.56,2014
PLANTLINE SERVICES LTD,SMALL BUSINESS,26400,2011
W R & P J TANN LIMITED,SMALL BUSINESS,45000,2013
NETWORK RAIL LIMITED,MEDIUM / LARGE,90163.58,2011
INTERSPIRO LIMITED,SMALL BUSINESS,179802.6,2011
BUREAU VERITAS UK LIMITED,MEDIUM / LARGE,2311.12,2013
CHALLENGE PARTNERS,NOT DEFINED,10078.16,2014
EAST OF ENGLAND TREE SURGEONS LIMITED,SMALL BUSINESS,6800,2011
BAYTREE COMMUNITY CARE (LONDON) LIMITED,SMALL BUSINESS,879964.860000002,2012
VAISALA LIMITED,MEDIUM / LARGE,63996,2013
P & D TANK SERVICES LTD,NOT DEFINED,14708,2012
DAISY COMMUNICATIONS LTD.,MEDIUM / LARGE,104465.28,2011
ANGLIA D N A SERVICES LTD,SMALL BUSINESS,42784.32,2012
CAMBRIDGE MANOR CARE HOME,,11020.12,2013
TILL ROLLS DIRECT LIMITED,NOT DEFINED,1008,2013
WOODHAVEN HOMES LIMITED,SMALL BUSINESS,9028.8,2013
PRESTIGE CARE LIMITED,MEDIUM / LARGE,13390.28,2011
YOTTA LIMITED,MEDIUM / LARGE,47568.26,2011
BUSINESS CAREWARE LIMITED,SMALL BUSINESS,9632.4,2012
PROSPECTS FOR PEOPLE WITH LEARNING DISABILITIES,MEDIUM / LARGE,109687.4,2011
MEDLOCK & YOUNG LIMITED,SMALL BUSINESS,1259.94,2013
KEVIN HARRINGTON ASSOCIATES LIMITED,SMALL BUSINESS,5797.4,2014
FLYING COLOURS FOSTER CARE LIMITED,SMALL BUSINESS,38400,2013
FIRE PROTECTION SERVICES LIMITED,SMALL BUSINESS,4753.8,2011
GLASS & GLAZING SOLUTIONS LIMITED,SMALL BUSINESS,46120,2011
FRIARS 709 LIMITED,NOT DEFINED,21987.4,2011
FOOTWORK SOLUTIONS LIMITED,SMALL BUSINESS,13846.2,2011
LUSHER CONTRACTS LIMITED,SMALL BUSINESS,93498.7,2013
ELY BUILDING & MAINTENANCE SERVICES LIMITED,SMALL BUSINESS,17600,2013
CAREWATCH (NORWICH),,594480.239999997,2011
PETER COX LIMITED,MEDIUM / LARGE,6672,2011
TOWN CENTRE PARTNERSHIP CO.(GREAT YARMOUTH) LTD,SMALL BUSINESS,39684,2013
COMENSURA LIMITED,MEDIUM / LARGE,4277703.04,2014
RICOH UK LIMITED,MEDIUM / LARGE,220606.14,2013
GOODWOOD CARE HOMES LIMITED,SMALL BUSINESS,207219.18,2013
TOGETHER FOR MENTAL WELLBEING,MEDIUM / LARGE,2918277.4,2014
CHARING GARDENS LIMITED,MEDIUM / LARGE,45152.64,2013
BROADWOOD EDUCATIONAL SERVICES LIMITED,MEDIUM / LARGE,308540,2013
SUNSHINE HOMECARE LIMITED,SMALL BUSINESS,25652.5,2011
XENODU LIMITED,SMALL BUSINESS,22620,2011
HARVEY&CO LTD,,10153.24,2013
SOFTCAT LIMITED,MEDIUM / LARGE,38677.48,2014
BRITISH GAS TRADING LIMITED,MEDIUM / LARGE,1100.02,2013
KITES CHILDRENS SERVICES LIMITED,SMALL BUSINESS,143325.76,2014
TWO SCHOOL COTTAGES,,61933.2,2012
HOME JAMES CARS LIMITED,SMALL BUSINESS,55488.7,2014
HEALTHCARE HOMES LTD,MEDIUM / LARGE,3503437.59999997,2011
M.F.C. SURVIVAL LIMITED,SMALL BUSINESS,1230,2013
SOUTHERN ELECTRIC GAS LIMITED,MEDIUM / LARGE,2493374.12,2013
ANDREWS SYKES GROUP PLC,MEDIUM / LARGE,7282.2,2012
K W JONES & SON LIMITED,SMALL BUSINESS,21900,2013
READ BROTHERS LIMITED,SMALL BUSINESS,2358.72,2013
BHR PHARMACEUTICALS LIMITED,SMALL BUSINESS,2022.82,2011
CONTROLS TESTING EQUIPMENT LIMITED,MEDIUM / LARGE,997.12,2014
SHIPBOURNE HOUSE LIMITED,SMALL BUSINESS,106786.72,2013
INCATERN LIMITED,SMALL BUSINESS,12019,2013
MARTIN REYNOLDS CONSTRUCTION LIMITED,NOT DEFINED,1327795.12,2013
UGLY STUDIOS LIMITED,SMALL BUSINESS,840,2012
UNITED KINGDOM ACCREDITATION SERVICE,MEDIUM / LARGE,19658.84,2012
ABLE TAXIS LIMITED,SMALL BUSINESS,295616.6,2014
DALMENY HOUSE,,693451.76,2013
ICAM ARCHIVE SYSTEMS LIMITED,SMALL BUSINESS,6850,2012
JEESAL D C LIMITED,SMALL BUSINESS,167575.94,2014
JOHNSONS APPARELMASTER LIMITED,MEDIUM / LARGE,-1803.94,2013
MERVYN LAMBERT PLANT LIMITED,MEDIUM / LARGE,13422.06,2013
TRANS-UK SUPPLIES LIMITED,SMALL BUSINESS,309385.78,2011
THE HELPING HAND COMPANY (LEDBURY) LIMITED,MEDIUM / LARGE,88782,2011
JCM SEATING SOLUTIONS LIMITED,SMALL BUSINESS,28790.58,2011
MAKE LEARN AND PLAY LIMITED,SMALL BUSINESS,3039.84,2014
COMPASS FOSTERING LONDON AND EASTERN LIMITED,SMALL BUSINESS,21406.88,2013
NGF PLAY LTD,NOT DEFINED,12424,2014
LONDON REUSE LIMITED,MEDIUM / LARGE,1000,2013
MAYDAY OFFICE EQUIPMENT SERVICES LIMITED,MEDIUM / LARGE,31072.88,2011
EDUCATION WORKS LIMITED,SMALL BUSINESS,4490,2011
EBUSINESS IMPLEMENTATION SERVICES LIMITED,MEDIUM / LARGE,15030,2012
ISOQAR LIMITED,MEDIUM / LARGE,1380,2014
EYRE BUILDING SERVICES GROUP LIMITED,MEDIUM / LARGE,67971.84,2012
SAVILLS (L&P) LIMITED,MEDIUM / LARGE,6904,2011
UK POWER NETWORKS (OPERATIONS) LIMITED,MEDIUM / LARGE,27739.14,2014
FITNESS FIRST LIMITED,MEDIUM / LARGE,3720,2011
ANGLING COACHING LTD,NOT DEFINED,3446023.58,2011
WORDINGHAM PLANT HIRE LIMITED,SMALL BUSINESS,651166,2012
ALPHA CHASE ENGINEERING SERVICES LIMITED,SMALL BUSINESS,13116,2013
ANTEC CONTRACTING SERVICES (ANGLIA) LIMITED,SMALL BUSINESS,66316.88,2013
GRESHAM SCHOOL,EDUCATION,108446.84,2013
PROSOLVE SOFTWARE LIMITED,SMALL BUSINESS,6400,2011
C.M.S. (ANGLIA) LIMITED,SMALL BUSINESS,94582.76,2012
EDWARDS AND BLAKE LIMITED,MEDIUM / LARGE,1224.3,2013
ZEAG PARKING LIMITED,MEDIUM / LARGE,1638,2012
MERCER LIMITED,MEDIUM / LARGE,23000,2012
FRASER DAWBARNS LLP,SMALL BUSINESS,2278.6,2012
BARNHAM BROOM GOLF CLUB LIMITED,SMALL BUSINESS,6909.74,2011
GAS DATA LIMITED,SMALL BUSINESS,1121.5,2011
J I HIGH BUILDERS LIMITED,SMALL BUSINESS,2220,2012
MNV CONSULTING LIMITED,SMALL BUSINESS,15603.52,2013
HOTDOCS LIMITED,SMALL BUSINESS,1900,2012
NEEDHAM (BUILDING CONTRACTORS) LIMITED,SMALL BUSINESS,10420,2011
ACTION FOR CHILDREN,MEDIUM / LARGE,2560265.06,2014
ELECTRICAL INSTALLATION SOLUTIONS LIMITED,SMALL BUSINESS,6200,2013
BROSCH DIRECT LIMITED,MEDIUM / LARGE,1095,2014
PROPORTION LONDON LIMITED,MEDIUM / LARGE,2862,2013
WOODSIDE PHARMACY LTD.,SMALL BUSINESS,1176,2013
HELEN ROEBUCK PR LTD,SMALL BUSINESS,3300,2012
HEREWARD CARE SERVICES LTD,MEDIUM / LARGE,106494.56,2014
TNS GLOBAL (UK) LIMITED,SMALL BUSINESS,5600,2014
24 X 7 LTD.,SMALL BUSINESS,160905.1,2013
REGAL HEALTHCARE PROPERTIES LIMITED,MEDIUM / LARGE,1263925.22,2012
THE OUTREACH ORGANISATION LTD,SMALL BUSINESS,15690,2011
ITSO LIMITED,MEDIUM / LARGE,3692,2013
RESPIRATORY PROTECTIVE ASSESSMENT LTD,SMALL BUSINESS,5388,2011
RANC CARE HOMES LIMITED,MEDIUM / LARGE,38189.44,2014
SOVEREIGN DIAMOND SERVICES LIMITED,SMALL BUSINESS,5000,2014
ADMIRAL CIVIL ENGINEERING LIMITED,SMALL BUSINESS,847779.88,2011
EAST COAST INSULATIONS LIMITED,NOT DEFINED,141214.44,2014
GLOBAL GEOTECH LIMITED,NOT DEFINED,2720,2011
PATHWAYTRAINING LIMITED,NOT DEFINED,6720,2013
DRUGLINK LIMITED,CHARITY,4800,2012
ACOL ESTATES LIMITED,SMALL BUSINESS,42236.8,2011
ROYDON EARLY YEARS LTD,NOT DEFINED,8000,2013
DEREHAM COACHWAYS LIMITED,SMALL BUSINESS,88128.64,2013
CONNEVANS LIMITED,SMALL BUSINESS,17042.8,2013
PLANTSCAPE EXTERIOR LIMITED,SMALL BUSINESS,2654,2013
ALTHEA HEALTHCARE LIMITED,MEDIUM / LARGE,277572.08,2014
CLUB VITA LLP,MEDIUM / LARGE,20000,2013
FINNEY OF GAYWOOD LIMITED,SMALL BUSINESS,9684,2013
VENSON NOTTINGHAM LIMITED,MEDIUM / LARGE,40500,2011
BARCLAYS CAPITAL ASIA HOLDINGS LIMITED,MEDIUM / LARGE,1045000,2012
ROOKWOOD RESIDENTIAL HOME,,28589.4,2014
KIDDE PRODUCTS LIMITED,MEDIUM / LARGE,75439.2,2012
NORFOLK ENVIRONMENTAL WASTE SERVICES LIMITED,MEDIUM / LARGE,5410246.30000001,2014
ANGLIAN PUMPING SERVICES LIMITED,SMALL BUSINESS,4186,2013
BOC LIMITED,MEDIUM / LARGE,1900,2013
J.W.SPENCER FARMS LIMITED,SMALL BUSINESS,521837.62,2011
ROGAN HEATING SERVICES LIMITED,SMALL BUSINESS,111812.6,2012
CHIGWELL HOMES LTD,SMALL BUSINESS,44561.52,2011
GBC CONSTRUCTION LIMITED,NOT DEFINED,132186.5,2014
CEMEX UK OPERATIONS LIMITED,MEDIUM / LARGE,12863.26,2014
CONNIE'S CARE SERVICES LTD,,23437.1,2014
THERA EAST ANGLIA,MEDIUM / LARGE,1112082.32,2013
TRACKS LASER & ELECTRONICS LTD,SMALL BUSINESS,30750,2011
JEWKES MANAGEMENT SERVICES LIMITED,SMALL BUSINESS,78538.7,2012
CARE FOCUS LIMITED,SMALL BUSINESS,782042.4,2011
CIVIC RISK LIMITED,SMALL BUSINESS,2100,2013
CAPSTONE FOSTER CARE LIMITED,MEDIUM / LARGE,49114.2,2013
THE ALARM COMPANY (NORWICH) LIMITED,SMALL BUSINESS,96750.5,2012
AEGIS ENGINEERING LIMITED,SMALL BUSINESS,43119.4,2014
CHELFHAM SENIOR SCHOOL,EDUCATION,159264.96,2012
SPECIALIST ACCESS TRAINING LIMITED,SMALL BUSINESS,3180,2013
THE BRITISH MUSEUM GREAT COURT LIMITED,MEDIUM / LARGE,62770,2011
ASHLEY RILEY COMMUNICATIONS LIMITED,NOT DEFINED,11200,2011
MANORCOURT CARE (NORFOLK) LIMITED,MEDIUM / LARGE,1747959.44,2014
PERFECT PIE LTD,SMALL BUSINESS,13503.6,2012
ASHLEY CARE HOMES LIMITED,MEDIUM / LARGE,195979.14,2014
HOLMES BUILDING CONTRACTORS LIMITED,SMALL BUSINESS,79659.42,2013
D.WILLIAMSON LIMITED,,1228,2012
WAVENEY VALLEY AQUAPONICS LIMITED,SMALL BUSINESS,64542.84,2011
D.C. LEISURE (CAMBERLEY) LIMITED,MEDIUM / LARGE,3300,2013
SADLERS CARTON STOCKHOLDERS LIMITED,SMALL BUSINESS,1242,2014
STANLEY HOUSE LIMITED,SMALL BUSINESS,99584.6,2011
ATTICUS RESEARCH LIMITED,SMALL BUSINESS,10794,2011
MCKENZIE PHILIPS ACCOUNTANTS LIMITED,NOT DEFINED,150000,2012
TYCO FIRE & INTEGRATED SOLUTIONS (UK) LIMITED,MEDIUM / LARGE,13594.54,2011
MARDLE YOUTH PROJECT LTD,SMALL BUSINESS,2840.3,2012
FORTEK COMPUTERS LIMITED,MEDIUM / LARGE,62747,2014
REDFERN TRAVEL LIMITED,MEDIUM / LARGE,384367.539999999,2012
HATCH BRENNER LLP,SMALL BUSINESS,9758.2,2014
MHS.COM LIMITED,SMALL BUSINESS,10740,2013
W R & P J TANN LIMITED,SMALL BUSINESS,45000,2012
BUREAU VERITAS UK LIMITED,MEDIUM / LARGE,6792.74,2012
THURLOW NUNN (HOLDINGS) LIMITED,MEDIUM / LARGE,8223.14,2012
BAYTREE COMMUNITY CARE (LONDON) LIMITED,SMALL BUSINESS,251167.44,2013
P & D TANK SERVICES LTD,NOT DEFINED,30419,2013
VAISALA LIMITED,MEDIUM / LARGE,81751.8,2012
INTEGRATED NURSING HOMES LIMITED,MEDIUM / LARGE,1018699.94000001,2014
ROOKSTONE LTD,,24896,2011
ANGLIA ELECTRICAL SERVICES LIMITED,MEDIUM / LARGE,4160.3,2011
ANGLIA D N A SERVICES LTD,SMALL BUSINESS,13412,2013
THE NORWICH CITY FOOTBALL CLUB HISTORICAL TRUST,MEDIUM / LARGE,2154.88,2011
BTC GROUP LIMITED,SMALL BUSINESS,1998,2012
TILL ROLLS DIRECT LIMITED,NOT DEFINED,8640,2012
WOODHAVEN HOMES LIMITED,SMALL BUSINESS,39005.12,2012
BUSINESS CAREWARE LIMITED,SMALL BUSINESS,6582.86,2013
BRITISH GAS BUSINESS SERVICES LIMITED,NOT DEFINED,1299.66,2014
BARNHAMS (GROUP) LIMITED,NOT DEFINED,103569.22,2011
NORWICH INSTRUMENT SERVICES LIMITED,SMALL BUSINESS,2013.64,2011
THE CLORE LEADERSHIP PROGRAMME,MEDIUM / LARGE,3600,2012
PHOENIX TAXIS (ABERDARE) LIMITED,SMALL BUSINESS,6938,2012
FLYING COLOURS FOSTER CARE LIMITED,SMALL BUSINESS,102400,2012
TREES PARK (EAST HAM) LIMITED,SMALL BUSINESS,63214.28,2011
LUSHER CONTRACTS LIMITED,SMALL BUSINESS,439157.5,2012
CONSTANTINE LIMITED,MEDIUM / LARGE,15852,2014
MUSEUM CONSERVATION SERVICES LTD.,SMALL BUSINESS,10200,2012
FOUR SEASONS HEALTH CARE LIMITED,MEDIUM / LARGE,437000.36,2014
AVNET EMG LTD.,MEDIUM / LARGE,7155.72,2011
TOWN CENTRE PARTNERSHIP CO.(GREAT YARMOUTH) LTD,SMALL BUSINESS,18484,2012
RICOH UK LIMITED,MEDIUM / LARGE,923370.4,2012
CUSTOM GROUP LIMITED,SMALL BUSINESS,78857.56,2011
ALAN R CROSS & SON LTD,SMALL BUSINESS,24776.92,2014
PROGRESS PATHWAYS LIMITED,SMALL BUSINESS,953073.38,2011
GOODWOOD CARE HOMES LIMITED,SMALL BUSINESS,155666.12,2012
THE HEIGHTEC GROUP LIMITED,SMALL BUSINESS,2475.52,2014
STOUR SUDBURY LIMITED,MEDIUM / LARGE,16544,2014
BINDON CARE LTD,SMALL BUSINESS,24000,2014
CHARING GARDENS LIMITED,MEDIUM / LARGE,22576.32,2012
LONDON EASTERN RAILWAY LIMITED,MEDIUM / LARGE,64162.56,2012
BROADWOOD EDUCATIONAL SERVICES LIMITED,MEDIUM / LARGE,779685.66,2012
MORTON HOUSE NURSING AND REST HOME,,416685.999999999,2013
CLEAR CHANNEL UK LIMITED,MEDIUM / LARGE,13928.94,2014
RIVERSDALE MANAGEMENT COMPANY LIMITED,NOT DEFINED,3480,2014
BIFFA WASTE SERVICES LIMITED,MEDIUM / LARGE,720494.3,2011
SWIFT TAXIS & PRIVATE HIRE LTD,SMALL BUSINESS,1366536.26,2011
ANGLIAN ARCHIVES LIMITED,SMALL BUSINESS,54796.7,2012
GREBE COACHES LIMITED,SMALL BUSINESS,94471.6,2014
THE ELMS RESIDENTIAL HOME LIMITED,SMALL BUSINESS,13648,2013
RSPB SALES LIMITED,MEDIUM / LARGE,13000,2011
EXPRESSO BAR LTD,MEDIUM / LARGE,41537,2011
ST DAVID'S APL LIMITED,SMALL BUSINESS,17162,2014
RED GATE SOFTWARE LIMITED,MEDIUM / LARGE,11008.34,2014
LLOYDS TSB COMMERCIAL FINANCE LIMITED,MEDIUM / LARGE,145513.62,2012
MESH STOCK LTD,SMALL BUSINESS,2180,2011
CLARET CIVIL ENGINEERING LIMITED,MEDIUM / LARGE,2149.84,2011
F.W. HENDRY (KING'S LYNN) LIMITED,SMALL BUSINESS,14492.34,2014
FLINDERS ASSOCIATES LTD,SMALL BUSINESS,42716.62,2011
THE STUDENT POCKET GUIDE LTD,SMALL BUSINESS,2596,2012
KEYS HILL PARK LIMITED,MEDIUM / LARGE,775539.36,2013
